id,title,description,category,price,discountPercentage,stock,tags,brand,sku,weight,dimensions,warrantyInformation,shippingInformation,availabilityStatus,reviews,returnPolicy,minimumOrderQuantity,meta,images,thumbnail,_extracted_at,_source,product_id,product_name,rating_rate,rating_count,discount_pct,status,is_active,sk_product,_transformed_at,_pipeline_version
54,Citrus Squeezer Yellow,The Citrus Squeezer in Yellow is a handy tool for extracting juice from citrus fruits. Its vibrant color adds a cheerful touch to your kitchen gadgets.,KITCHEN-ACCESSORIES,8.99,12.1,22,"['kitchen tools', 'juicers']",,KIT-BRD-CIT-054,2,"{'width': 17.16, 'height': 26.8, 'depth': 16.29}",2 year warranty,Ships in 3-5 business days,In Stock,"[{'rating': 4, 'comment': 'Highly recommended!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Lucas Ramirez', 'reviewerEmail': 'lucas.ramirez@x.dummyjson.com'}, {'rating': 4, 'comment': 'Great product!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Eleanor Collins', 'reviewerEmail': 'eleanor.collins@x.dummyjson.com'}, {'rating': 5, 'comment': 'Highly impressed!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Mila Hernandez', 'reviewerEmail': 'mila.hernandez@x.dummyjson.com'}]",60 days return policy,38,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '2231952604189', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/kitchen-accessories/citrus-squeezer-yellow/1.webp'],https://cdn.dummyjson.com/product-images/kitchen-accessories/citrus-squeezer-yellow/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,54,Citrus Squeezer Yellow,4.63,,12.1,ACTIVE,True,387bb5f1894bc1a3,2026-04-19T19:41:26.584937+00:00,1.0
55,Egg Slicer,"The Egg Slicer is a convenient tool for slicing boiled eggs evenly. It's perfect for salads, sandwiches, and other dishes where sliced eggs are desired.",KITCHEN-ACCESSORIES,6.99,14.76,40,"['kitchen tools', 'slicers']",,KIT-BRD-SLI-055,2,"{'width': 10.81, 'height': 19.15, 'depth': 13.18}",1 week warranty,Ships in 1 month,In Stock,"[{'rating': 3, 'comment': 'Very dissatisfied!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Harper Garcia', 'reviewerEmail': 'harper.garcia@x.dummyjson.com'}, {'rating': 4, 'comment': 'Very happy with my purchase!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Lily Torres', 'reviewerEmail': 'lily.torres@x.dummyjson.com'}, {'rating': 1, 'comment': 'Not worth the price!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Tyler Davis', 'reviewerEmail': 'tyler.davis@x.dummyjson.com'}]",No return policy,32,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '6456249953517', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/kitchen-accessories/egg-slicer/1.webp'],https://cdn.dummyjson.com/product-images/kitchen-accessories/egg-slicer/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,55,Egg Slicer,3.09,,14.76,ACTIVE,True,9460c57926b35e28,2026-04-19T19:41:26.584937+00:00,1.0
56,Electric Stove,The Electric Stove provides a portable and efficient cooking solution. Ideal for small kitchens or as an additional cooking surface for various culinary needs.,KITCHEN-ACCESSORIES,49.99,14.04,21,"['kitchen appliances', 'cooktops']",,KIT-BRD-ELE-056,5,"{'width': 24.17, 'height': 22.55, 'depth': 27.49}",2 year warranty,Ships in 1 week,In Stock,"[{'rating': 1, 'comment': 'Would not recommend!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Ava Harris', 'reviewerEmail': 'ava.harris@x.dummyjson.com'}, {'rating': 2, 'comment': 'Very dissatisfied!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Liam Smith', 'reviewerEmail': 'liam.smith@x.dummyjson.com'}, {'rating': 4, 'comment': 'Very pleased!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Christian Perez', 'reviewerEmail': 'christian.perez@x.dummyjson.com'}]",7 days return policy,8,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '7534096777716', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/kitchen-accessories/electric-stove/1.webp', 'https://cdn.dummyjson.com/product-images/kitchen-accessories/electric-stove/2.webp', 'https://cdn.dummyjson.com/product-images/kitchen-accessories/electric-stove/3.webp', 'https://cdn.dummyjson.com/product-images/kitchen-accessories/electric-stove/4.webp']",https://cdn.dummyjson.com/product-images/kitchen-accessories/electric-stove/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,56,Electric Stove,4.11,,14.04,ACTIVE,True,c7207978d1733c2d,2026-04-19T19:41:26.584937+00:00,1.0
57,Fine Mesh Strainer,The Fine Mesh Strainer is a versatile tool for straining liquids and sifting dry ingredients. Its fine mesh ensures efficient filtering for smooth cooking and baking.,KITCHEN-ACCESSORIES,9.99,3.5,85,"['kitchen tools', 'strainers']",,KIT-BRD-FIN-057,9,"{'width': 18.02, 'height': 13.23, 'depth': 15.92}",1 month warranty,Ships overnight,In Stock,"[{'rating': 5, 'comment': 'Very pleased!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Isabella Anderson', 'reviewerEmail': 'isabella.anderson@x.dummyjson.com'}, {'rating': 4, 'comment': 'Highly impressed!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Aaliyah Hanson', 'reviewerEmail': 'aaliyah.hanson@x.dummyjson.com'}, {'rating': 2, 'comment': 'Would not recommend!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Layla Sullivan', 'reviewerEmail': 'layla.sullivan@x.dummyjson.com'}]",7 days return policy,43,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '8181672477425', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/kitchen-accessories/fine-mesh-strainer/1.webp'],https://cdn.dummyjson.com/product-images/kitchen-accessories/fine-mesh-strainer/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,57,Fine Mesh Strainer,3.04,,3.5,ACTIVE,True,0722f5a53875ae52,2026-04-19T19:41:26.584937+00:00,1.0
58,Fork,The Fork is a classic utensil for various dining and serving purposes. Its durable and ergonomic design makes it a reliable choice for everyday use.,KITCHEN-ACCESSORIES,3.99,8.07,7,"['kitchen tools', 'utensils']",,KIT-BRD-FOR-058,9,"{'width': 12.3, 'height': 25.91, 'depth': 22.57}",No warranty,Ships in 1 month,In Stock,"[{'rating': 5, 'comment': 'Highly impressed!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Elena Baker', 'reviewerEmail': 'elena.baker@x.dummyjson.com'}, {'rating': 5, 'comment': 'Very satisfied!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Avery Scott', 'reviewerEmail': 'avery.scott@x.dummyjson.com'}, {'rating': 2, 'comment': 'Would not buy again!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Mateo Perez', 'reviewerEmail': 'mateo.perez@x.dummyjson.com'}]",No return policy,36,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '2851192866410', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/kitchen-accessories/fork/1.webp'],https://cdn.dummyjson.com/product-images/kitchen-accessories/fork/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,58,Fork,3.11,,8.07,ACTIVE,True,f8798c16593c49c8,2026-04-19T19:41:26.584937+00:00,1.0
59,Glass,The Glass is a versatile and elegant drinking vessel suitable for a variety of beverages. Its clear design allows you to enjoy the colors and textures of your drinks.,KITCHEN-ACCESSORIES,4.99,7.92,46,"['drinkware', 'glasses']",,KIT-BRD-GLA-059,10,"{'width': 20.23, 'height': 24.56, 'depth': 26.97}",3 year warranty,Ships overnight,In Stock,"[{'rating': 5, 'comment': 'Very happy with my purchase!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Jackson Evans', 'reviewerEmail': 'jackson.evans@x.dummyjson.com'}, {'rating': 3, 'comment': 'Waste of money!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Nicholas Bailey', 'reviewerEmail': 'nicholas.bailey@x.dummyjson.com'}, {'rating': 5, 'comment': 'Very satisfied!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Nathan Reed', 'reviewerEmail': 'nathan.reed@x.dummyjson.com'}]",7 days return policy,17,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '4900880403720', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/kitchen-accessories/glass/1.webp'],https://cdn.dummyjson.com/product-images/kitchen-accessories/glass/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,59,Glass,4.02,,7.92,ACTIVE,True,de2196c4b172c8e0,2026-04-19T19:41:26.584937+00:00,1.0
60,Grater Black,"The Grater in Black is a handy kitchen tool for grating cheese, vegetables, and more. Its sleek design and sharp blades make food preparation efficient and easy.",KITCHEN-ACCESSORIES,10.99,3.56,84,"['kitchen tools', 'graters']",,KIT-BRD-GRA-060,3,"{'width': 6.32, 'height': 23.11, 'depth': 24.64}",1 month warranty,Ships in 1 week,In Stock,"[{'rating': 1, 'comment': 'Would not buy again!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Ella Adams', 'reviewerEmail': 'ella.adams@x.dummyjson.com'}, {'rating': 1, 'comment': 'Not as described!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Eli Ward', 'reviewerEmail': 'eli.ward@x.dummyjson.com'}, {'rating': 5, 'comment': 'Highly impressed!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'James Garcia', 'reviewerEmail': 'james.garcia@x.dummyjson.com'}]",60 days return policy,5,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '2542647841284', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/kitchen-accessories/grater-black/1.webp'],https://cdn.dummyjson.com/product-images/kitchen-accessories/grater-black/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,60,Grater Black,3.21,,3.56,ACTIVE,True,0a3c800c58c134ab,2026-04-19T19:41:26.584937+00:00,1.0
61,Hand Blender,"The Hand Blender is a versatile kitchen appliance for blending, pureeing, and mixing. Its compact design and powerful motor make it a convenient tool for various recipes.",KITCHEN-ACCESSORIES,34.99,17.02,84,"['kitchen appliances', 'blenders']",,KIT-BRD-HAN-061,5,"{'width': 27.31, 'height': 21, 'depth': 24.27}",1 year warranty,Ships in 1 week,In Stock,"[{'rating': 5, 'comment': 'Excellent quality!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Hazel Evans', 'reviewerEmail': 'hazel.evans@x.dummyjson.com'}, {'rating': 4, 'comment': 'Highly impressed!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Hannah Howard', 'reviewerEmail': 'hannah.howard@x.dummyjson.com'}, {'rating': 1, 'comment': 'Would not buy again!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Jonathan Pierce', 'reviewerEmail': 'jonathan.pierce@x.dummyjson.com'}]",No return policy,11,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '1980575898457', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/kitchen-accessories/hand-blender/1.webp'],https://cdn.dummyjson.com/product-images/kitchen-accessories/hand-blender/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,61,Hand Blender,3.86,,17.02,ACTIVE,True,7b76cd3fd0df4b57,2026-04-19T19:41:26.584937+00:00,1.0
62,Ice Cube Tray,The Ice Cube Tray is a practical accessory for making ice cubes in various shapes. Perfect for keeping your drinks cool and adding a fun element to your beverages.,KITCHEN-ACCESSORIES,5.99,0.63,13,"['kitchen tools', 'ice cube trays']",,KIT-BRD-CUB-062,3,"{'width': 26.67, 'height': 18.14, 'depth': 5.31}",1 month warranty,Ships overnight,In Stock,"[{'rating': 5, 'comment': 'Awesome product!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Isaac Lawrence', 'reviewerEmail': 'isaac.lawrence@x.dummyjson.com'}, {'rating': 5, 'comment': 'Would buy again!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Leo Rivera', 'reviewerEmail': 'leo.rivera@x.dummyjson.com'}, {'rating': 5, 'comment': 'Very pleased!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Henry Turner', 'reviewerEmail': 'henry.turner@x.dummyjson.com'}]",No return policy,16,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '9123541111825', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/kitchen-accessories/ice-cube-tray/1.webp'],https://cdn.dummyjson.com/product-images/kitchen-accessories/ice-cube-tray/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,62,Ice Cube Tray,4.71,,0.63,ACTIVE,True,e5894bd7f33b5a86,2026-04-19T19:41:26.584937+00:00,1.0
63,Kitchen Sieve,The Kitchen Sieve is a versatile tool for sifting and straining dry and wet ingredients. Its fine mesh design ensures smooth results in your cooking and baking.,KITCHEN-ACCESSORIES,7.99,18.91,68,"['kitchen tools', 'strainers']",,KIT-BRD-KIT-063,5,"{'width': 20.68, 'height': 6.5, 'depth': 7.86}",1 month warranty,Ships overnight,In Stock,"[{'rating': 5, 'comment': 'Highly recommended!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Stella Morris', 'reviewerEmail': 'stella.morris@x.dummyjson.com'}, {'rating': 5, 'comment': 'Very happy with my purchase!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Henry Adams', 'reviewerEmail': 'henry.adams@x.dummyjson.com'}, {'rating': 4, 'comment': 'Awesome product!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Lillian Simmons', 'reviewerEmail': 'lillian.simmons@x.dummyjson.com'}]",No return policy,5,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '7119606190291', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/kitchen-accessories/kitchen-sieve/1.webp'],https://cdn.dummyjson.com/product-images/kitchen-accessories/kitchen-sieve/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,63,Kitchen Sieve,3.09,,18.91,ACTIVE,True,25a5477a4b28c6b8,2026-04-19T19:41:26.584937+00:00,1.0
64,Knife,"The Knife is an essential kitchen tool for chopping, slicing, and dicing. Its sharp blade and ergonomic handle make it a reliable choice for food preparation.",KITCHEN-ACCESSORIES,14.99,18.86,7,"['kitchen tools', 'cutlery']",,KIT-BRD-KNI-064,3,"{'width': 25.19, 'height': 18.52, 'depth': 20.5}",1 month warranty,Ships in 1 week,Low Stock,"[{'rating': 2, 'comment': 'Very disappointed!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Aaliyah Martinez', 'reviewerEmail': 'aaliyah.martinez@x.dummyjson.com'}, {'rating': 5, 'comment': 'Fast shipping!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Addison Wright', 'reviewerEmail': 'addison.wright@x.dummyjson.com'}, {'rating': 5, 'comment': 'Very pleased!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Mateo Nguyen', 'reviewerEmail': 'mateo.nguyen@x.dummyjson.com'}]",7 days return policy,50,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '2258278927819', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/kitchen-accessories/knife/1.webp'],https://cdn.dummyjson.com/product-images/kitchen-accessories/knife/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,64,Knife,3.26,,18.86,ACTIVE,True,22dd5c651665499e,2026-04-19T19:41:26.584937+00:00,1.0
65,Lunch Box,"The Lunch Box is a convenient and portable container for packing and carrying your meals. With compartments for different foods, it's perfect for on-the-go dining.",KITCHEN-ACCESSORIES,12.99,10.34,94,"['kitchen tools', 'storage']",,KIT-BRD-LUN-065,9,"{'width': 12.45, 'height': 19.08, 'depth': 8.24}",5 year warranty,Ships in 1-2 business days,In Stock,"[{'rating': 5, 'comment': 'Very pleased!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Jace Smith', 'reviewerEmail': 'jace.smith@x.dummyjson.com'}, {'rating': 5, 'comment': 'Very happy with my purchase!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Zoe Bennett', 'reviewerEmail': 'zoe.bennett@x.dummyjson.com'}, {'rating': 2, 'comment': 'Poor quality!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Michael Johnson', 'reviewerEmail': 'michael.johnson@x.dummyjson.com'}]",30 days return policy,39,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '3287134465440', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/kitchen-accessories/lunch-box/1.webp'],https://cdn.dummyjson.com/product-images/kitchen-accessories/lunch-box/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,65,Lunch Box,4.93,,10.34,ACTIVE,True,c81a3c02b15e5269,2026-04-19T19:41:26.584937+00:00,1.0
66,Microwave Oven,"The Microwave Oven is a versatile kitchen appliance for quick and efficient cooking, reheating, and defrosting. Its compact size makes it suitable for various kitchen setups.",KITCHEN-ACCESSORIES,89.99,12.13,59,"['kitchen appliances', 'microwaves']",,KIT-BRD-MIC-066,9,"{'width': 16.31, 'height': 27.45, 'depth': 13.05}",1 year warranty,Ships in 1 week,In Stock,"[{'rating': 3, 'comment': 'Very dissatisfied!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Nora Russell', 'reviewerEmail': 'nora.russell@x.dummyjson.com'}, {'rating': 4, 'comment': 'Fast shipping!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Alice Smith', 'reviewerEmail': 'alice.smith@x.dummyjson.com'}, {'rating': 2, 'comment': 'Very disappointed!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Ethan Fletcher', 'reviewerEmail': 'ethan.fletcher@x.dummyjson.com'}]",7 days return policy,4,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '7578271198951', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/kitchen-accessories/microwave-oven/1.webp', 'https://cdn.dummyjson.com/product-images/kitchen-accessories/microwave-oven/2.webp', 'https://cdn.dummyjson.com/product-images/kitchen-accessories/microwave-oven/3.webp', 'https://cdn.dummyjson.com/product-images/kitchen-accessories/microwave-oven/4.webp']",https://cdn.dummyjson.com/product-images/kitchen-accessories/microwave-oven/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,66,Microwave Oven,4.82,,12.13,ACTIVE,True,6e26e3ca04e49206,2026-04-19T19:41:26.584937+00:00,1.0
67,Mug Tree Stand,The Mug Tree Stand is a stylish and space-saving solution for organizing your mugs. Keep your favorite mugs easily accessible and neatly displayed in your kitchen.,KITCHEN-ACCESSORIES,15.99,9.25,88,"['kitchen tools', 'organization']",,KIT-BRD-TRE-067,3,"{'width': 18.99, 'height': 27.14, 'depth': 27.29}",1 year warranty,Ships in 1 month,In Stock,"[{'rating': 1, 'comment': 'Very unhappy with my purchase!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Bella Grant', 'reviewerEmail': 'bella.grant@x.dummyjson.com'}, {'rating': 5, 'comment': 'Highly recommended!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Paisley Bell', 'reviewerEmail': 'paisley.bell@x.dummyjson.com'}, {'rating': 4, 'comment': 'Fast shipping!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'David Martinez', 'reviewerEmail': 'david.martinez@x.dummyjson.com'}]",30 days return policy,45,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '4136081478055', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/kitchen-accessories/mug-tree-stand/1.webp', 'https://cdn.dummyjson.com/product-images/kitchen-accessories/mug-tree-stand/2.webp']",https://cdn.dummyjson.com/product-images/kitchen-accessories/mug-tree-stand/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,67,Mug Tree Stand,2.64,,9.25,ACTIVE,True,75ff772890d9c7f3,2026-04-19T19:41:26.584937+00:00,1.0
68,Pan,"The Pan is a versatile and essential cookware item for frying, sautéing, and cooking various dishes. Its non-stick coating ensures easy food release and cleanup.",KITCHEN-ACCESSORIES,24.99,3.0,90,"['cookware', 'pans']",,KIT-BRD-PRD-068,8,"{'width': 17.14, 'height': 21.7, 'depth': 25.75}",1 year warranty,Ships in 3-5 business days,In Stock,"[{'rating': 5, 'comment': 'Highly impressed!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Michael Johnson', 'reviewerEmail': 'michael.johnson@x.dummyjson.com'}, {'rating': 4, 'comment': 'Highly recommended!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Adrian Flores', 'reviewerEmail': 'adrian.flores@x.dummyjson.com'}, {'rating': 1, 'comment': 'Not as described!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Nicholas Bailey', 'reviewerEmail': 'nicholas.bailey@x.dummyjson.com'}]",30 days return policy,17,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '5159803862015', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/kitchen-accessories/pan/1.webp'],https://cdn.dummyjson.com/product-images/kitchen-accessories/pan/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,68,Pan,2.79,,3.0,ACTIVE,True,43646f3667ee5478,2026-04-19T19:41:26.584937+00:00,1.0
69,Plate,The Plate is a classic and essential dishware item for serving meals. Its durable and stylish design makes it suitable for everyday use or special occasions.,KITCHEN-ACCESSORIES,3.99,7.31,66,"['dinnerware', 'plates']",,KIT-BRD-PLA-069,4,"{'width': 16.46, 'height': 5.39, 'depth': 13.15}",1 year warranty,Ships in 1-2 business days,In Stock,"[{'rating': 3, 'comment': 'Disappointing product!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Mia Miller', 'reviewerEmail': 'mia.miller@x.dummyjson.com'}, {'rating': 4, 'comment': 'Great product!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Henry Adams', 'reviewerEmail': 'henry.adams@x.dummyjson.com'}, {'rating': 4, 'comment': 'Excellent quality!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Nora Russell', 'reviewerEmail': 'nora.russell@x.dummyjson.com'}]",90 days return policy,6,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '8084753475328', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/kitchen-accessories/plate/1.webp'],https://cdn.dummyjson.com/product-images/kitchen-accessories/plate/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,69,Plate,3.65,,7.31,ACTIVE,True,dd947d755d05fab9,2026-04-19T19:41:26.584937+00:00,1.0
70,Red Tongs,The Red Tongs are versatile kitchen tongs suitable for various cooking and serving tasks. Their vibrant color adds a pop of excitement to your kitchen utensils.,KITCHEN-ACCESSORIES,6.99,14.52,82,"['kitchen tools', 'tongs']",,KIT-BRD-TON-070,7,"{'width': 22.86, 'height': 26.2, 'depth': 17}",No warranty,Ships in 1 week,In Stock,"[{'rating': 4, 'comment': 'Very satisfied!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Xavier Wright', 'reviewerEmail': 'xavier.wright@x.dummyjson.com'}, {'rating': 5, 'comment': 'Highly recommended!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Stella Hughes', 'reviewerEmail': 'stella.hughes@x.dummyjson.com'}, {'rating': 4, 'comment': 'Excellent quality!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Jaxon Barnes', 'reviewerEmail': 'jaxon.barnes@x.dummyjson.com'}]",30 days return policy,23,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '1919888449594', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/kitchen-accessories/red-tongs/1.webp'],https://cdn.dummyjson.com/product-images/kitchen-accessories/red-tongs/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,70,Red Tongs,4.42,,14.52,ACTIVE,True,7b46852d7ddf6b77,2026-04-19T19:41:26.584937+00:00,1.0
71,Silver Pot With Glass Cap,"The Silver Pot with Glass Cap is a stylish and functional cookware item for boiling, simmering, and preparing delicious meals. Its glass cap allows you to monitor cooking progress.",KITCHEN-ACCESSORIES,39.99,5.7,40,"['cookware', 'pots']",,KIT-BRD-SIL-071,7,"{'width': 21.03, 'height': 11.7, 'depth': 6.69}",1 year warranty,Ships in 1 month,In Stock,"[{'rating': 4, 'comment': 'Great product!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Julian Newton', 'reviewerEmail': 'julian.newton@x.dummyjson.com'}, {'rating': 4, 'comment': 'Excellent quality!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Noah Lewis', 'reviewerEmail': 'noah.lewis@x.dummyjson.com'}, {'rating': 1, 'comment': 'Disappointing product!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Brayden Hill', 'reviewerEmail': 'brayden.hill@x.dummyjson.com'}]",90 days return policy,10,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '9757232943842', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/kitchen-accessories/silver-pot-with-glass-cap/1.webp'],https://cdn.dummyjson.com/product-images/kitchen-accessories/silver-pot-with-glass-cap/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,71,Silver Pot With Glass Cap,3.22,,5.7,ACTIVE,True,f69cd5f969f29c79,2026-04-19T19:41:26.584937+00:00,1.0
